instant,date,season,year,month,hour,holiday,weekday,workingday,weather_condition,temp,atemp,humidity,windspeed,casual,registered,total_rentals,time_group
13641,2012-07-27,Fall,2012,7,13,0,5,1,Clear,0.84,0.7727,0.47,0.2836,83,231,314,Midday
13642,2012-07-27,Fall,2012,7,14,0,5,1,Clear,0.86,0.803,0.47,0.2985,105,221,326,Midday
13643,2012-07-27,Fall,2012,7,15,0,5,1,Clear,0.86,0.7879,0.41,0.2239,81,242,323,Midday
13644,2012-07-27,Fall,2012,7,16,0,5,1,Clear,0.84,0.7727,0.47,0.2239,80,419,499,Evening Rush
13645,2012-07-27,Fall,2012,7,17,0,5,1,Clear,0.86,0.7879,0.41,0.2836,101,598,699,Evening Rush
13646,2012-07-27,Fall,2012,7,18,0,5,1,Clear,0.82,0.7576,0.46,0.1642,100,522,622,Evening Rush
13647,2012-07-27,Fall,2012,7,19,0,5,1,Clear,0.82,0.7727,0.52,0.194,93,423,516,Evening Rush
13648,2012-07-27,Fall,2012,7,20,0,5,1,Clear,0.78,0.7424,0.59,0.1045,85,269,354,Midnight
13649,2012-07-27,Fall,2012,7,21,0,5,1,Clear,0.78,0.7424,0.59,0.1045,71,189,260,Midnight
13650,2012-07-27,Fall,2012,7,22,0,5,1,Clear,0.78,0.7424,0.59,0.1343,48,151,199,Midnight
13651,2012-07-27,Fall,2012,7,23,0,5,1,Clear,0.76,0.7273,0.66,0.0,34,155,189,Midnight
13652,2012-07-28,Fall,2012,7,0,0,6,0,Clear,0.74,0.6818,0.62,0.1343,21,170,191,Midnight
13653,2012-07-28,Fall,2012,7,1,0,6,0,Clear,0.72,0.6818,0.7,0.0896,11,69,80,Midnight
13654,2012-07-28,Fall,2012,7,2,0,6,0,Clear,0.72,0.6818,0.7,0.0,14,76,90,Midnight
13655,2012-07-28,Fall,2012,7,3,0,6,0,Clear,0.72,0.6818,0.7,0.0,10,33,43,Midnight
13656,2012-07-28,Fall,2012,7,4,0,6,0,Clear,0.7,0.6667,0.79,0.194,1,10,11,Midnight
13657,2012-07-28,Fall,2012,7,5,0,6,0,Clear,0.68,0.6364,0.79,0.1642,4,10,14,Midnight
13658,2012-07-28,Fall,2012,7,6,0,6,0,Clear,0.7,0.6515,0.7,0.1045,10,40,50,Morning Rush
13659,2012-07-28,Fall,2012,7,7,0,6,0,Clear,0.72,0.6818,0.7,0.1343,18,58,76,Morning Rush
13660,2012-07-28,Fall,2012,7,8,0,6,0,Clear,0.74,0.697,0.66,0.1642,36,127,163,Morning Rush
13661,2012-07-28,Fall,2012,7,9,0,6,0,Clear,0.78,0.7424,0.59,0.1045,110,227,337,Morning Rush
13662,2012-07-28,Fall,2012,7,10,0,6,0,Clear,0.82,0.7727,0.52,0.2239,129,266,395,Midday
13663,2012-07-28,Fall,2012,7,11,0,6,0,Clear,0.84,0.7424,0.39,0.2239,162,295,457,Midday
13664,2012-07-28,Fall,2012,7,12,0,6,0,Clear,0.84,0.7576,0.41,0.2239,157,330,487,Midday
13665,2012-07-28,Fall,2012,7,13,0,6,0,Clear,0.86,0.7879,0.41,0.2836,173,325,498,Midday
13666,2012-07-28,Fall,2012,7,14,0,6,0,Clear,0.86,0.7727,0.39,0.2537,186,308,494,Midday
13667,2012-07-28,Fall,2012,7,15,0,6,0,Clear,0.88,0.7727,0.32,0.2836,206,291,497,Midday
13668,2012-07-28,Fall,2012,7,16,0,6,0,Clear,0.86,0.7727,0.39,0.2239,208,279,487,Evening Rush
13669,2012-07-28,Fall,2012,7,17,0,6,0,Clear,0.82,0.7576,0.46,0.194,199,280,479,Evening Rush
13670,2012-07-28,Fall,2012,7,18,0,6,0,Clear,0.82,0.7424,0.43,0.2836,151,330,481,Evening Rush
13671,2012-07-28,Fall,2012,7,19,0,6,0,Clear,0.68,0.6364,0.83,0.0,115,223,338,Evening Rush
13672,2012-07-28,Fall,2012,7,20,0,6,0,Clear,0.66,0.6061,0.83,0.2239,79,154,233,Midnight
13673,2012-07-28,Fall,2012,7,21,0,6,0,Clear,0.66,0.6061,0.78,0.0896,94,206,300,Midnight
13674,2012-07-28,Fall,2012,7,22,0,6,0,Clear,0.66,0.6061,0.78,0.0896,88,188,276,Midnight
13675,2012-07-28,Fall,2012,7,23,0,6,0,Clear,0.66,0.6061,0.83,0.0896,52,156,208,Midnight
13676,2012-07-29,Fall,2012,7,0,0,0,0,Clear,0.66,0.5909,0.89,0.1343,59,129,188,Midnight
13677,2012-07-29,Fall,2012,7,1,0,0,0,Clear,0.66,0.6061,0.83,0.1045,49,109,158,Midnight
13678,2012-07-29,Fall,2012,7,2,0,0,0,Clear,0.66,0.6212,0.74,0.1343,33,79,112,Midnight
13679,2012-07-29,Fall,2012,7,3,0,0,0,Clear,0.66,0.6212,0.69,0.2239,18,37,55,Midnight
13680,2012-07-29,Fall,2012,7,4,0,0,0,Clear,0.64,0.6061,0.69,0.194,2,11,13,Midnight
13681,2012-07-29,Fall,2012,7,5,0,0,0,Clear,0.62,0.5909,0.78,0.194,3,14,17,Midnight
13682,2012-07-29,Fall,2012,7,6,0,0,0,Clear,0.64,0.6061,0.73,0.1642,6,12,18,Morning Rush
13683,2012-07-29,Fall,2012,7,7,0,0,0,Clear,0.66,0.6212,0.69,0.2537,4,36,40,Morning Rush
13684,2012-07-29,Fall,2012,7,8,0,0,0,Clear,0.7,0.6515,0.65,0.2239,37,90,127,Morning Rush
13685,2012-07-29,Fall,2012,7,9,0,0,0,Clear,0.72,0.6818,0.62,0.2537,64,162,226,Morning Rush
13686,2012-07-29,Fall,2012,7,10,0,0,0,Clear,0.74,0.6818,0.62,0.0,123,258,381,Midday
13687,2012-07-29,Fall,2012,7,11,0,0,0,Clear,0.76,0.697,0.55,0.2239,183,326,509,Midday
13688,2012-07-29,Fall,2012,7,12,0,0,0,Clear,0.76,0.697,0.55,0.3284,154,357,511,Midday
13689,2012-07-29,Fall,2012,7,13,0,0,0,Clear,0.8,0.7424,0.49,0.2239,181,302,483,Midday
13690,2012-07-29,Fall,2012,7,14,0,0,0,Clear,0.8,0.7273,0.46,0.194,231,291,522,Midday
13691,2012-07-29,Fall,2012,7,15,0,0,0,Clear,0.8,0.7273,0.43,0.1343,195,306,501,Midday
13692,2012-07-29,Fall,2012,7,16,0,0,0,Clear,0.8,0.7273,0.43,0.1343,191,330,521,Evening Rush
13693,2012-07-29,Fall,2012,7,17,0,0,0,Clear,0.82,0.7424,0.41,0.1642,164,367,531,Evening Rush
13694,2012-07-29,Fall,2012,7,18,0,0,0,Clear,0.8,0.7121,0.41,0.2985,117,302,419,Evening Rush
13695,2012-07-29,Fall,2012,7,19,0,0,0,Clear,0.76,0.697,0.55,0.1642,143,300,443,Evening Rush
13696,2012-07-29,Fall,2012,7,20,0,0,0,Clear,0.74,0.697,0.66,0.1045,75,228,303,Midnight
13697,2012-07-29,Fall,2012,7,21,0,0,0,Clear,0.72,0.6818,0.7,0.1343,72,199,271,Midnight
13698,2012-07-29,Fall,2012,7,22,0,0,0,Clear,0.7,0.6515,0.7,0.1045,31,117,148,Midnight
13699,2012-07-29,Fall,2012,7,23,0,0,0,Clear,0.7,0.6515,0.7,0.0,18,82,100,Midnight
13700,2012-07-30,Fall,2012,7,0,0,1,1,Clear,0.7,0.6667,0.74,0.0896,12,46,58,Midnight
13701,2012-07-30,Fall,2012,7,1,0,1,1,Clear,0.7,0.6667,0.74,0.0,4,15,19,Midnight
13702,2012-07-30,Fall,2012,7,2,0,1,1,Clear,0.68,0.6364,0.74,0.0,2,6,8,Midnight
13703,2012-07-30,Fall,2012,7,3,0,1,1,Clear,0.66,0.6061,0.83,0.0,0,3,3,Midnight
13704,2012-07-30,Fall,2012,7,4,0,1,1,Clear,0.66,0.6061,0.83,0.0,0,5,5,Midnight
13705,2012-07-30,Fall,2012,7,5,0,1,1,Clear,0.66,0.6061,0.83,0.1045,4,43,47,Midnight
13706,2012-07-30,Fall,2012,7,6,0,1,1,Clear,0.66,0.6061,0.83,0.1642,6,155,161,Morning Rush
13707,2012-07-30,Fall,2012,7,7,0,1,1,Clear,0.7,0.6667,0.79,0.0896,14,455,469,Morning Rush
13708,2012-07-30,Fall,2012,7,8,0,1,1,Mist,0.72,0.697,0.74,0.1045,31,720,751,Morning Rush
13709,2012-07-30,Fall,2012,7,9,0,1,1,Mist,0.74,0.697,0.7,0.0,34,259,293,Morning Rush
13710,2012-07-30,Fall,2012,7,10,0,1,1,Mist,0.74,0.697,0.66,0.2239,54,135,189,Midday
13711,2012-07-30,Fall,2012,7,11,0,1,1,Mist,0.78,0.7273,0.55,0.1343,69,146,215,Midday
13712,2012-07-30,Fall,2012,7,12,0,1,1,Mist,0.76,0.7121,0.58,0.1045,77,201,278,Midday
13713,2012-07-30,Fall,2012,7,13,0,1,1,Clear,0.8,0.7424,0.49,0.1642,57,169,226,Midday
13714,2012-07-30,Fall,2012,7,14,0,1,1,Clear,0.8,0.7424,0.49,0.2239,87,167,254,Midday
13715,2012-07-30,Fall,2012,7,15,0,1,1,Clear,0.8,0.7424,0.49,0.2537,51,185,236,Midday
13716,2012-07-30,Fall,2012,7,16,0,1,1,Clear,0.8,0.7424,0.49,0.2836,88,337,425,Evening Rush
13717,2012-07-30,Fall,2012,7,17,0,1,1,Clear,0.76,0.697,0.55,0.3284,62,765,827,Evening Rush
13718,2012-07-30,Fall,2012,7,18,0,1,1,Clear,0.76,0.7121,0.58,0.4179,77,735,812,Evening Rush
13719,2012-07-30,Fall,2012,7,19,0,1,1,Clear,0.82,0.7727,0.52,0.1642,81,584,665,Evening Rush
13720,2012-07-30,Fall,2012,7,20,0,1,1,Clear,0.72,0.6818,0.7,0.2239,78,384,462,Midnight
13721,2012-07-30,Fall,2012,7,21,0,1,1,Clear,0.72,0.6818,0.7,0.194,71,251,322,Midnight
13722,2012-07-30,Fall,2012,7,22,0,1,1,Mist,0.7,0.6667,0.74,0.2239,47,183,230,Midnight
13723,2012-07-30,Fall,2012,7,23,0,1,1,Clear,0.7,0.6667,0.74,0.194,34,116,150,Midnight
13724,2012-07-31,Fall,2012,7,0,0,2,1,Clear,0.68,0.6364,0.79,0.1343,11,27,38,Midnight
13725,2012-07-31,Fall,2012,7,1,0,2,1,Clear,0.66,0.6061,0.83,0.1343,3,18,21,Midnight
13726,2012-07-31,Fall,2012,7,2,0,2,1,Clear,0.66,0.6061,0.83,0.1343,0,8,8,Midnight
13727,2012-07-31,Fall,2012,7,3,0,2,1,Clear,0.66,0.6061,0.83,0.0896,1,5,6,Midnight
13728,2012-07-31,Fall,2012,7,4,0,2,1,Clear,0.66,0.6061,0.83,0.0896,0,6,6,Midnight
13729,2012-07-31,Fall,2012,7,5,0,2,1,Clear,0.66,0.6061,0.83,0.1642,5,40,45,Midnight
13730,2012-07-31,Fall,2012,7,6,0,2,1,Clear,0.64,0.5758,0.89,0.1642,2,192,194,Morning Rush
13731,2012-07-31,Fall,2012,7,7,0,2,1,Clear,0.68,0.6364,0.83,0.2239,21,492,513,Morning Rush
13732,2012-07-31,Fall,2012,7,8,0,2,1,Clear,0.7,0.6667,0.79,0.1343,30,730,760,Morning Rush
13733,2012-07-31,Fall,2012,7,9,0,2,1,Clear,0.72,0.6818,0.7,0.1045,31,302,333,Morning Rush
13734,2012-07-31,Fall,2012,7,10,0,2,1,Clear,0.72,0.6818,0.66,0.0,73,154,227,Midday
13735,2012-07-31,Fall,2012,7,11,0,2,1,Clear,0.76,0.7121,0.58,0.0,54,170,224,Midday
13736,2012-07-31,Fall,2012,7,12,0,2,1,Clear,0.8,0.7273,0.46,0.0,50,198,248,Midday
13737,2012-07-31,Fall,2012,7,13,0,2,1,Clear,0.8,0.7576,0.55,0.2836,69,219,288,Midday
13738,2012-07-31,Fall,2012,7,14,0,2,1,Clear,0.8,0.7576,0.55,0.2836,72,188,260,Midday
13739,2012-07-31,Fall,2012,7,15,0,2,1,Clear,0.76,0.7121,0.62,0.1343,29,115,144,Midday
13740,2012-07-31,Fall,2012,7,16,0,2,1,Clear,0.76,0.7121,0.58,0.2239,66,336,402,Evening Rush
13741,2012-07-31,Fall,2012,7,17,0,2,1,Clear,0.78,0.7121,0.52,0.2239,94,726,820,Evening Rush
13742,2012-07-31,Fall,2012,7,18,0,2,1,Clear,0.76,0.697,0.55,0.2836,99,758,857,Evening Rush
13743,2012-07-31,Fall,2012,7,19,0,2,1,Light Rain,0.74,0.6818,0.62,0.3582,90,524,614,Evening Rush
13744,2012-07-31,Fall,2012,7,20,0,2,1,Light Rain,0.7,0.6515,0.7,0.194,55,397,452,Midnight
13745,2012-07-31,Fall,2012,7,21,0,2,1,Clear,0.68,0.6364,0.79,0.194,60,292,352,Midnight
13746,2012-07-31,Fall,2012,7,22,0,2,1,Clear,0.68,0.6364,0.74,0.2537,33,224,257,Midnight
13747,2012-07-31,Fall,2012,7,23,0,2,1,Mist,0.66,0.6061,0.83,0.1642,20,127,147,Midnight
13748,2012-08-01,Fall,2012,8,0,0,3,1,Clear,0.68,0.6364,0.79,0.1642,3,44,47,Midnight
13749,2012-08-01,Fall,2012,8,1,0,3,1,Clear,0.66,0.6061,0.83,0.0896,5,28,33,Midnight
13750,2012-08-01,Fall,2012,8,2,0,3,1,Clear,0.64,0.5758,0.83,0.1045,0,13,13,Midnight
13751,2012-08-01,Fall,2012,8,3,0,3,1,Clear,0.64,0.5758,0.83,0.1045,0,7,7,Midnight
13752,2012-08-01,Fall,2012,8,4,0,3,1,Mist,0.64,0.5909,0.78,0.1343,1,3,4,Midnight
13753,2012-08-01,Fall,2012,8,5,0,3,1,Mist,0.64,0.5909,0.78,0.1343,3,46,49,Midnight
13754,2012-08-01,Fall,2012,8,6,0,3,1,Clear,0.64,0.5909,0.78,0.1343,6,179,185,Morning Rush
13755,2012-08-01,Fall,2012,8,7,0,3,1,Mist,0.64,0.5758,0.83,0.1343,19,468,487,Morning Rush
13756,2012-08-01,Fall,2012,8,8,0,3,1,Mist,0.66,0.6061,0.78,0.194,32,649,681,Morning Rush
13757,2012-08-01,Fall,2012,8,9,0,3,1,Mist,0.68,0.6364,0.74,0.0896,34,316,350,Morning Rush
13758,2012-08-01,Fall,2012,8,10,0,3,1,Clear,0.72,0.6818,0.66,0.0896,61,175,236,Midday
13759,2012-08-01,Fall,2012,8,11,0,3,1,Clear,0.76,0.7121,0.58,0.0896,54,180,234,Midday
13760,2012-08-01,Fall,2012,8,12,0,3,1,Clear,0.8,0.7424,0.49,0.1045,75,209,284,Midday
13761,2012-08-01,Fall,2012,8,13,0,3,1,Clear,0.8,0.7424,0.52,0.1642,59,221,280,Midday
13762,2012-08-01,Fall,2012,8,14,0,3,1,Clear,0.82,0.7576,0.46,0.1642,88,175,263,Midday
13763,2012-08-01,Fall,2012,8,15,0,3,1,Clear,0.82,0.7576,0.46,0.1642,89,206,295,Midday
13764,2012-08-01,Fall,2012,8,16,0,3,1,Clear,0.8,0.7576,0.55,0.2836,93,386,479,Evening Rush
13765,2012-08-01,Fall,2012,8,17,0,3,1,Clear,0.8,0.7424,0.49,0.1642,103,734,837,Evening Rush
13766,2012-08-01,Fall,2012,8,18,0,3,1,Light Rain,0.76,0.7121,0.62,0.2239,105,786,891,Evening Rush
13767,2012-08-01,Fall,2012,8,19,0,3,1,Clear,0.74,0.697,0.66,0.2537,88,564,652,Evening Rush
13768,2012-08-01,Fall,2012,8,20,0,3,1,Clear,0.74,0.697,0.66,0.1642,65,448,513,Midnight
13769,2012-08-01,Fall,2012,8,21,0,3,1,Clear,0.72,0.6818,0.7,0.1343,36,284,320,Midnight
13770,2012-08-01,Fall,2012,8,22,0,3,1,Clear,0.72,0.6818,0.7,0.1045,37,251,288,Midnight
13771,2012-08-01,Fall,2012,8,23,0,3,1,Clear,0.7,0.6667,0.74,0.0,18,134,152,Midnight
13772,2012-08-02,Fall,2012,8,0,0,4,1,Clear,0.7,0.6667,0.74,0.0,8,55,63,Midnight
13773,2012-08-02,Fall,2012,8,1,0,4,1,Clear,0.68,0.6364,0.79,0.1045,6,36,42,Midnight
13774,2012-08-02,Fall,2012,8,2,0,4,1,Clear,0.66,0.6061,0.83,0.0896,3,8,11,Midnight
13775,2012-08-02,Fall,2012,8,3,0,4,1,Clear,0.66,0.6061,0.83,0.0,0,6,6,Midnight
13776,2012-08-02,Fall,2012,8,4,0,4,1,Clear,0.66,0.6061,0.83,0.0,0,9,9,Midnight
13777,2012-08-02,Fall,2012,8,5,0,4,1,Clear,0.66,0.5909,0.89,0.1343,4,37,41,Midnight
13778,2012-08-02,Fall,2012,8,6,0,4,1,Clear,0.66,0.6061,0.83,0.0,6,177,183,Morning Rush
13779,2012-08-02,Fall,2012,8,7,0,4,1,Clear,0.7,0.6667,0.79,0.0,21,452,473,Morning Rush
13780,2012-08-02,Fall,2012,8,8,0,4,1,Clear,0.72,0.697,0.74,0.1045,21,718,739,Morning Rush
13781,2012-08-02,Fall,2012,8,9,0,4,1,Clear,0.76,0.7273,0.66,0.1045,31,312,343,Morning Rush
13782,2012-08-02,Fall,2012,8,10,0,4,1,Clear,0.8,0.7576,0.55,0.0,51,130,181,Midday
13783,2012-08-02,Fall,2012,8,11,0,4,1,Clear,0.82,0.7727,0.52,0.1045,59,167,226,Midday
13784,2012-08-02,Fall,2012,8,12,0,4,1,Clear,0.84,0.7576,0.44,0.1343,56,230,286,Midday
13785,2012-08-02,Fall,2012,8,13,0,4,1,Clear,0.86,0.7879,0.44,0.2239,98,212,310,Midday
13786,2012-08-02,Fall,2012,8,14,0,4,1,Clear,0.86,0.7879,0.41,0.1343,54,171,225,Midday
13787,2012-08-02,Fall,2012,8,15,0,4,1,Clear,0.78,0.7424,0.62,0.4627,68,202,270,Midday
13788,2012-08-02,Fall,2012,8,16,0,4,1,Clear,0.82,0.7576,0.46,0.194,71,335,406,Evening Rush
13789,2012-08-02,Fall,2012,8,17,0,4,1,Clear,0.82,0.7727,0.52,0.2537,90,775,865,Evening Rush
13790,2012-08-02,Fall,2012,8,18,0,4,1,Clear,0.8,0.7727,0.59,0.2239,86,681,767,Evening Rush
13791,2012-08-02,Fall,2012,8,19,0,4,1,Clear,0.8,0.7879,0.63,0.1642,98,509,607,Evening Rush
13792,2012-08-02,Fall,2012,8,20,0,4,1,Clear,0.78,0.7576,0.66,0.0,51,376,427,Midnight
13793,2012-08-02,Fall,2012,8,21,0,4,1,Clear,0.76,0.7273,0.66,0.2239,41,301,342,Midnight
13794,2012-08-02,Fall,2012,8,22,0,4,1,Clear,0.74,0.697,0.7,0.194,35,227,262,Midnight
13795,2012-08-02,Fall,2012,8,23,0,4,1,Clear,0.72,0.6818,0.7,0.2537,25,152,177,Midnight
13796,2012-08-03,Fall,2012,8,0,0,5,1,Clear,0.72,0.6818,0.7,0.194,15,56,71,Midnight
13797,2012-08-03,Fall,2012,8,1,0,5,1,Clear,0.7,0.6667,0.74,0.194,11,32,43,Midnight
13798,2012-08-03,Fall,2012,8,2,0,5,1,Clear,0.68,0.6364,0.79,0.2239,0,14,14,Midnight
13799,2012-08-03,Fall,2012,8,3,0,5,1,Clear,0.68,0.6364,0.79,0.2239,1,5,6,Midnight
13800,2012-08-03,Fall,2012,8,4,0,5,1,Clear,0.66,0.6061,0.83,0.2537,1,11,12,Midnight
13801,2012-08-03,Fall,2012,8,5,0,5,1,Clear,0.66,0.6061,0.83,0.1642,2,35,37,Midnight
13802,2012-08-03,Fall,2012,8,6,0,5,1,Clear,0.66,0.6061,0.83,0.2239,5,158,163,Morning Rush
13803,2012-08-03,Fall,2012,8,7,0,5,1,Clear,0.7,0.6667,0.74,0.1045,25,396,421,Morning Rush
13804,2012-08-03,Fall,2012,8,8,0,5,1,Clear,0.72,0.6818,0.7,0.1343,32,636,668,Morning Rush
13805,2012-08-03,Fall,2012,8,9,0,5,1,Mist,0.74,0.697,0.66,0.1045,69,327,396,Morning Rush
13806,2012-08-03,Fall,2012,8,10,0,5,1,Mist,0.8,0.7424,0.52,0.194,82,167,249,Midday
13807,2012-08-03,Fall,2012,8,11,0,5,1,Mist,0.84,0.7879,0.49,0.2836,77,186,263,Midday
13808,2012-08-03,Fall,2012,8,12,0,5,1,Mist,0.86,0.8182,0.5,0.2985,95,243,338,Midday
13809,2012-08-03,Fall,2012,8,13,0,5,1,Mist,0.86,0.803,0.47,0.2836,98,247,345,Midday
13810,2012-08-03,Fall,2012,8,14,0,5,1,Mist,0.86,0.7879,0.44,0.2537,102,229,331,Midday
13811,2012-08-03,Fall,2012,8,15,0,5,1,Clear,0.88,0.8182,0.42,0.2537,112,268,380,Midday
13812,2012-08-03,Fall,2012,8,16,0,5,1,Mist,0.86,0.7879,0.41,0.2239,112,380,492,Evening Rush
13813,2012-08-03,Fall,2012,8,17,0,5,1,Mist,0.84,0.803,0.53,0.2836,95,646,741,Evening Rush
13814,2012-08-03,Fall,2012,8,18,0,5,1,Mist,0.82,0.803,0.59,0.2537,98,573,671,Evening Rush
13815,2012-08-03,Fall,2012,8,19,0,5,1,Mist,0.8,0.7879,0.63,0.2239,81,388,469,Evening Rush
13816,2012-08-03,Fall,2012,8,20,0,5,1,Mist,0.78,0.7576,0.66,0.2239,89,300,389,Midnight
13817,2012-08-03,Fall,2012,8,21,0,5,1,Mist,0.76,0.7273,0.66,0.194,54,224,278,Midnight
13818,2012-08-03,Fall,2012,8,22,0,5,1,Clear,0.76,0.7273,0.7,0.2537,46,156,202,Midnight
13819,2012-08-03,Fall,2012,8,23,0,5,1,Clear,0.74,0.7121,0.79,0.1343,26,170,196,Midnight
13820,2012-08-04,Fall,2012,8,0,0,6,0,Clear,0.74,0.7121,0.79,0.1642,24,137,161,Midnight
13821,2012-08-04,Fall,2012,8,1,0,6,0,Clear,0.72,0.7121,0.84,0.194,23,99,122,Midnight
13822,2012-08-04,Fall,2012,8,2,0,6,0,Clear,0.72,0.7121,0.84,0.1343,20,64,84,Midnight
13823,2012-08-04,Fall,2012,8,3,0,6,0,Clear,0.72,0.7121,0.84,0.1343,11,19,30,Midnight
13824,2012-08-04,Fall,2012,8,4,0,6,0,Clear,0.72,0.697,0.79,0.194,2,11,13,Midnight
13825,2012-08-04,Fall,2012,8,5,0,6,0,Clear,0.7,0.6667,0.84,0.2239,1,16,17,Midnight
13826,2012-08-04,Fall,2012,8,6,0,6,0,Clear,0.7,0.6667,0.84,0.2239,12,37,49,Morning Rush
13827,2012-08-04,Fall,2012,8,7,0,6,0,Clear,0.72,0.697,0.77,0.1642,18,49,67,Morning Rush
13828,2012-08-04,Fall,2012,8,8,0,6,0,Clear,0.74,0.7273,0.72,0.194,49,132,181,Morning Rush
13829,2012-08-04,Fall,2012,8,9,0,6,0,Clear,0.78,0.7576,0.65,0.2239,61,217,278,Morning Rush
13830,2012-08-04,Fall,2012,8,10,0,6,0,Clear,0.82,0.7727,0.57,0.194,108,288,396,Midday
13831,2012-08-04,Fall,2012,8,11,0,6,0,Clear,0.86,0.803,0.47,0.2537,155,315,470,Midday
13832,2012-08-04,Fall,2012,8,12,0,6,0,Clear,0.86,0.7879,0.4,0.3582,222,325,547,Midday
13833,2012-08-04,Fall,2012,8,13,0,6,0,Clear,0.88,0.8182,0.42,0.2985,195,332,527,Midday
13834,2012-08-04,Fall,2012,8,14,0,6,0,Clear,0.88,0.803,0.4,0.3881,183,289,472,Midday
13835,2012-08-04,Fall,2012,8,15,0,6,0,Clear,0.88,0.8182,0.42,0.4179,205,284,489,Midday
13836,2012-08-04,Fall,2012,8,16,0,6,0,Clear,0.9,0.8182,0.39,0.2985,197,253,450,Evening Rush
13837,2012-08-04,Fall,2012,8,17,0,6,0,Clear,0.88,0.7879,0.37,0.2985,179,313,492,Evening Rush
13838,2012-08-04,Fall,2012,8,18,0,6,0,Clear,0.86,0.7879,0.41,0.3284,169,321,490,Evening Rush
13839,2012-08-04,Fall,2012,8,19,0,6,0,Clear,0.82,0.7727,0.52,0.3582,133,264,397,Evening Rush
13840,2012-08-04,Fall,2012,8,20,0,6,0,Clear,0.82,0.7727,0.52,0.2985,117,195,312,Midnight
13841,2012-08-04,Fall,2012,8,21,0,6,0,Clear,0.8,0.7727,0.59,0.2537,96,193,289,Midnight
13842,2012-08-04,Fall,2012,8,22,0,6,0,Clear,0.76,0.7273,0.66,0.2836,104,165,269,Midnight
13843,2012-08-04,Fall,2012,8,23,0,6,0,Clear,0.76,0.7273,0.66,0.2985,61,161,222,Midnight
13844,2012-08-05,Fall,2012,8,0,0,0,0,Clear,0.74,0.697,0.7,0.2836,32,121,153,Midnight
13845,2012-08-05,Fall,2012,8,1,0,0,0,Clear,0.74,0.697,0.7,0.2537,8,79,87,Midnight
13846,2012-08-05,Fall,2012,8,2,0,0,0,Clear,0.74,0.697,0.7,0.2985,5,68,73,Midnight
13847,2012-08-05,Fall,2012,8,3,0,0,0,Clear,0.72,0.697,0.74,0.2537,9,32,41,Midnight
13848,2012-08-05,Fall,2012,8,4,0,0,0,Clear,0.72,0.697,0.74,0.2537,3,11,14,Midnight
13849,2012-08-05,Fall,2012,8,5,0,0,0,Clear,0.72,0.697,0.74,0.2537,1,18,19,Midnight
13850,2012-08-05,Fall,2012,8,6,0,0,0,Clear,0.72,0.697,0.79,0.2537,7,12,19,Morning Rush
13851,2012-08-05,Fall,2012,8,7,0,0,0,Clear,0.74,0.7121,0.74,0.2985,18,50,68,Morning Rush
13852,2012-08-05,Fall,2012,8,8,0,0,0,Clear,0.76,0.7273,0.66,0.3284,27,81,108,Morning Rush
13853,2012-08-05,Fall,2012,8,9,0,0,0,Clear,0.8,0.7727,0.59,0.3582,61,168,229,Morning Rush
13854,2012-08-05,Fall,2012,8,10,0,0,0,Clear,0.8,0.7727,0.59,0.4179,111,253,364,Midday
13855,2012-08-05,Fall,2012,8,11,0,0,0,Clear,0.82,0.7879,0.56,0.4179,155,282,437,Midday
13856,2012-08-05,Fall,2012,8,12,0,0,0,Clear,0.86,0.803,0.47,0.5224,161,330,491,Midday
13857,2012-08-05,Fall,2012,8,13,0,0,0,Clear,0.88,0.8182,0.44,0.4627,208,315,523,Midday
13858,2012-08-05,Fall,2012,8,14,0,0,0,Clear,0.9,0.8485,0.42,0.4627,161,365,526,Midday
13859,2012-08-05,Fall,2012,8,15,0,0,0,Clear,0.9,0.8182,0.37,0.5224,164,286,450,Midday
13860,2012-08-05,Fall,2012,8,16,0,0,0,Clear,0.82,0.7576,0.46,0.2537,143,278,421,Evening Rush
13861,2012-08-05,Fall,2012,8,17,0,0,0,Clear,0.82,0.7576,0.46,0.2537,122,260,382,Evening Rush
13862,2012-08-05,Fall,2012,8,18,0,0,0,Light Rain,0.7,0.6667,0.74,0.1343,75,154,229,Evening Rush
13863,2012-08-05,Fall,2012,8,19,0,0,0,Clear,0.7,0.6667,0.84,0.2239,46,139,185,Evening Rush
13864,2012-08-05,Fall,2012,8,20,0,0,0,Clear,0.7,0.6667,0.84,0.1045,53,140,193,Midnight
13865,2012-08-05,Fall,2012,8,21,0,0,0,Clear,0.72,0.697,0.79,0.1045,51,157,208,Midnight
13866,2012-08-05,Fall,2012,8,22,0,0,0,Clear,0.72,0.697,0.79,0.0896,57,100,157,Midnight
13867,2012-08-05,Fall,2012,8,23,0,0,0,Mist,0.72,0.697,0.79,0.1642,29,58,87,Midnight
13868,2012-08-06,Fall,2012,8,0,0,1,1,Mist,0.72,0.697,0.79,0.0,9,24,33,Midnight
13869,2012-08-06,Fall,2012,8,1,0,1,1,Clear,0.72,0.697,0.79,0.0896,1,10,11,Midnight
13870,2012-08-06,Fall,2012,8,2,0,1,1,Mist,0.72,0.697,0.79,0.1343,0,5,5,Midnight
13871,2012-08-06,Fall,2012,8,3,0,1,1,Light Rain,0.72,0.697,0.79,0.0896,0,5,5,Midnight
